sample_id,dataset_id,original_recording_id,class,segment_index,duration,sample_rate,channels,processed_path,quality_status,event_id,platform_id,cartridge_id,mic_id,fsc22_class_name,event_interval_id,interval_start,interval_end,esc50_category
c3gd_2-nj_farm_2-ar_15-bluebell_DOM2-kghnh22m1enr_6-4_0000,c3gd,c3gd_nj_farm_2_2-nj_farm_2-ar_15-bluebell_DOM2-kghnh22m1enr_6-4,gunshot,0,1.0,16000,1,datasets/processed/c3gd_2-nj_farm_2-ar_15-bluebell_DOM2-kghnh22m1enr_6-4_0000.wav,OK,nj_farm_2,ar_15,xtreme_147gr,bluebell_DOM2,,,,,
c3gd_17-oh_farm-steyr_C9A2-DAVE-1FdS_ZWH99F_-7_0000,c3gd,c3gd_oh_farm_17-oh_farm-steyr_C9A2-DAVE-1FdS_ZWH99F_-7,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-oh_farm-steyr_C9A2-DAVE-1FdS_ZWH99F_-7_0000.wav,OK,oh_farm,steyr_C9A2,blazer_9mm_147,DAVE,,,,,
c3gd_17-oh_farm-steyr_C9A2-ALICE-02DLN_qlum7B-13_0000,c3gd,c3gd_oh_farm_17-oh_farm-steyr_C9A2-ALICE-02DLN_qlum7B-13,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-oh_farm-steyr_C9A2-ALICE-02DLN_qlum7B-13_0000.wav,OK,oh_farm,steyr_C9A2,blazer_9mm_147,ALICE,,,,,
c3gd_4-ny_gravel_pit-ruger_lcp_380ACP-ERIN-7WYYO4zK0hPS-10_0000,c3gd,c3gd_ny_gravel_pit_4-ny_gravel_pit-ruger_lcp_380ACP-ERIN-7WYYO4zK0hPS-10,gunshot,0,1.0,16000,1,datasets/processed/c3gd_4-ny_gravel_pit-ruger_lcp_380ACP-ERIN-7WYYO4zK0hPS-10_0000.wav,OK,ny_gravel_pit,ruger_lcp_380ACP,remington_umv_380ACP_XX,ERIN,,,,,
c3gd_9-oh_farm-winchester_1400-PIXEL-B93my2mvF9Dw-8_0000,c3gd,c3gd_oh_farm_9-oh_farm-winchester_1400-PIXEL-B93my2mvF9Dw-8,gunshot,0,1.0,16000,1,datasets/processed/c3gd_9-oh_farm-winchester_1400-PIXEL-B93my2mvF9Dw-8_0000.wav,OK,oh_farm,winchester_1400,federal_tb_20g_rshp,PIXEL,,,,,
c3gd_16-oh_farm-7mm_Mauser-ERIN-j4Dqiw5l1IWn-16_0000,c3gd,c3gd_oh_farm_16-oh_farm-7mm_Mauser-ERIN-j4Dqiw5l1IWn-16,gunshot,0,1.0,16000,1,datasets/processed/c3gd_16-oh_farm-7mm_Mauser-ERIN-j4Dqiw5l1IWn-16_0000.wav,OK,oh_farm,7mm_Mauser,ppu_rl_757m_139,ERIN,,,,,
c3gd_14-nj_farm_2-ak_47-lilypad_DOM2-h0a15a3bcfjs_2-1_0000,c3gd,c3gd_nj_farm_2_14-nj_farm_2-ak_47-lilypad_DOM2-h0a15a3bcfjs_2-1,gunshot,0,1.0,16000,1,datasets/processed/c3gd_14-nj_farm_2-ak_47-lilypad_DOM2-h0a15a3bcfjs_2-1_0000.wav,OK,nj_farm_2,ak_47,tela_124gr_fmj,lilypad_DOM2,,,,,
c3gd_17-oh_farm-sig_P320-ALICE-xbRU1Oiy72TW-0_0000,c3gd,c3gd_oh_farm_17-oh_farm-sig_P320-ALICE-xbRU1Oiy72TW-0,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-oh_farm-sig_P320-ALICE-xbRU1Oiy72TW-0_0000.wav,OK,oh_farm,sig_P320,,ALICE,,,,,
c3gd_17-oh_farm-steyr_C9A2-ALICE-sNgdZj4A8zrN-14_0000,c3gd,c3gd_oh_farm_17-oh_farm-steyr_C9A2-ALICE-sNgdZj4A8zrN-14,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-oh_farm-steyr_C9A2-ALICE-sNgdZj4A8zrN-14_0000.wav,OK,oh_farm,steyr_C9A2,,ALICE,,,,,
c3gd_2-oh_farm-custom_ar15_300BLK_rb-PIXEL-4Z_CgfSYn2Ez-2_0000,c3gd,c3gd_oh_farm_2-oh_farm-custom_ar15_300BLK_rb-PIXEL-4Z_CgfSYn2Ez-2,gunshot,0,1.0,16000,1,datasets/processed/c3gd_2-oh_farm-custom_ar15_300BLK_rb-PIXEL-4Z_CgfSYn2Ez-2_0000.wav,OK,oh_farm,custom_ar15_300BLK_rb,aac_vmax_300BLK_110,PIXEL,,,,,
c3gd_9-ny_gravel_pit-nef_pardner_20ga-DAVE-He63MCjdfJeM-13_0000,c3gd,c3gd_ny_gravel_pit_9-ny_gravel_pit-nef_pardner_20ga-DAVE-He63MCjdfJeM-13,gunshot,0,1.0,16000,1,datasets/processed/c3gd_9-ny_gravel_pit-nef_pardner_20ga-DAVE-He63MCjdfJeM-13_0000.wav,OK,ny_gravel_pit,nef_pardner_20ga,winchester_sx_20g_rshp,DAVE,,,,,
c3gd_17-nj_farm_2-sig_p226_legion-calla_AKG-4fjlchfg107s_20-8_0000,c3gd,c3gd_nj_farm_2_17-nj_farm_2-sig_p226_legion-calla_AKG-4fjlchfg107s_20-8,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm_2-sig_p226_legion-calla_AKG-4fjlchfg107s_20-8_0000.wav,OK,nj_farm_2,sig_p226_legion,ammo_inc_115gr_tmc,calla_AKG,,,,,
c3gd_3-nj_farm_2-tauros_856-calla_DOM2-nt040957mble_15-3_0000,c3gd,c3gd_nj_farm_2_3-nj_farm_2-tauros_856-calla_DOM2-nt040957mble_15-3,gunshot,0,1.0,16000,1,datasets/processed/c3gd_3-nj_farm_2-tauros_856-calla_DOM2-nt040957mble_15-3_0000.wav,OK,nj_farm_2,tauros_856,hand_load_148gr,calla_DOM2,,,,,
c3gd_17-oh_farm-hk_P30L-ALICE-GA_xXMuRBFB2-9_0000,c3gd,c3gd_oh_farm_17-oh_farm-hk_P30L-ALICE-GA_xXMuRBFB2-9,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-oh_farm-hk_P30L-ALICE-GA_xXMuRBFB2-9_0000.wav,OK,oh_farm,hk_P30L,blazer_9mm_147,ALICE,,,,,
c3gd_12-nj_farm_2-aero_upper-calla_DOM2-4fjlchfg107s_14-16_0000,c3gd,c3gd_nj_farm_2_12-nj_farm_2-aero_upper-calla_DOM2-4fjlchfg107s_14-16,gunshot,0,1.0,16000,1,datasets/processed/c3gd_12-nj_farm_2-aero_upper-calla_DOM2-4fjlchfg107s_14-16_0000.wav,OK,nj_farm_2,aero_upper,hornady_frontier_556_68gr,calla_DOM2,,,,,
c3gd_1-nj_farm_2-radical_ar15_upper-calla_DOM2-4fjlchfg107s_11-4_0000,c3gd,c3gd_nj_farm_2_1-nj_farm_2-radical_ar15_upper-calla_DOM2-4fjlchfg107s_11-4,gunshot,0,1.0,16000,1,datasets/processed/c3gd_1-nj_farm_2-radical_ar15_upper-calla_DOM2-4fjlchfg107s_11-4_0000.wav,OK,nj_farm_2,radical_ar15_upper,hornady_vmax_223_53gr,calla_DOM2,,,,,
c3gd_17-oh_farm-steyr_C9A2-ERIN-N7AmVZr8PqHw-11_0000,c3gd,c3gd_oh_farm_17-oh_farm-steyr_C9A2-ERIN-N7AmVZr8PqHw-11,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-oh_farm-steyr_C9A2-ERIN-N7AmVZr8PqHw-11_0000.wav,OK,oh_farm,steyr_C9A2,blazer_9mm_147,ERIN,,,,,
c3gd_1-nj_farm_2-radical_ar15_upper-bluebell_DOM2-g0lloh71ako8_12-17_0000,c3gd,c3gd_nj_farm_2_1-nj_farm_2-radical_ar15_upper-bluebell_DOM2-g0lloh71ako8_12-17,gunshot,0,1.0,16000,1,datasets/processed/c3gd_1-nj_farm_2-radical_ar15_upper-bluebell_DOM2-g0lloh71ako8_12-17_0000.wav,OK,nj_farm_2,radical_ar15_upper,hornady_crit_def_223_73gr,bluebell_DOM2,,,,,
c3gd_17-nj_farm_2-sw_mp_fpc_compliant-calla_DOM2-4fjlchfg107s_45-7_0000,c3gd,c3gd_nj_farm_2_17-nj_farm_2-sw_mp_fpc_compliant-calla_DOM2-4fjlchfg107s_45-7,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm_2-sw_mp_fpc_compliant-calla_DOM2-4fjlchfg107s_45-7_0000.wav,OK,nj_farm_2,sw_mp_fpc_compliant,hornady_crit_duty_135gr_flex,calla_DOM2,,,,,
c3gd_15-oh_farm-lmt_ar10-BOB-0T2m14m6BxyX-18_0000,c3gd,c3gd_oh_farm_15-oh_farm-lmt_ar10-BOB-0T2m14m6BxyX-18,gunshot,0,1.0,16000,1,datasets/processed/c3gd_15-oh_farm-lmt_ar10-BOB-0T2m14m6BxyX-18_0000.wav,OK,oh_farm,lmt_ar10,hsm_762NATO_150,BOB,,,,,
c3gd_17-nj_farm_2-sw_mp_fpc_compliant-calla_DOM2-4fjlchfg107s_19-3_0000,c3gd,c3gd_nj_farm_2_17-nj_farm_2-sw_mp_fpc_compliant-calla_DOM2-4fjlchfg107s_19-3,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm_2-sw_mp_fpc_compliant-calla_DOM2-4fjlchfg107s_19-3_0000.wav,OK,nj_farm_2,sw_mp_fpc_compliant,ammo_inc_115gr_tmc,calla_DOM2,,,,,
c3gd_17-nj_farm_2-sig_p365_micro_compact-acorn_DOM2-n6bp00eci9dl_34-5_0000,c3gd,c3gd_nj_farm_2_17-nj_farm_2-sig_p365_micro_compact-acorn_DOM2-n6bp00eci9dl_34-5,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm_2-sig_p365_micro_compact-acorn_DOM2-n6bp00eci9dl_34-5_0000.wav,OK,nj_farm_2,sig_p365_micro_compact,federal_115gr_fmj,acorn_DOM2,,,,,
c3gd_17-nj_farm_2-sig_p365_micro_compact-bluebell_DOM2-g0lloh71ako8_43-1_0000,c3gd,c3gd_nj_farm_2_17-nj_farm_2-sig_p365_micro_compact-bluebell_DOM2-g0lloh71ako8_43-1,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm_2-sig_p365_micro_compact-bluebell_DOM2-g0lloh71ako8_43-1_0000.wav,OK,nj_farm_2,sig_p365_micro_compact,hornady_crit_duty_135gr_flex,bluebell_DOM2,,,,,
c3gd_12-oh_farm-spike_m4_556-ERIN-8XJ3dMdwafQw-7_0000,c3gd,c3gd_oh_farm_12-oh_farm-spike_m4_556-ERIN-8XJ3dMdwafQw-7,gunshot,0,1.0,16000,1,datasets/processed/c3gd_12-oh_farm-spike_m4_556-ERIN-8XJ3dMdwafQw-7_0000.wav,OK,oh_farm,spike_m4_556,unk_556NATO_77,ERIN,,,,,
c3gd_17-nj_farm_2-sw_mp_fpc_compliant-calla_AKG-4fjlchfg107s_45-6_0000,c3gd,c3gd_nj_farm_2_17-nj_farm_2-sw_mp_fpc_compliant-calla_AKG-4fjlchfg107s_45-6,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm_2-sw_mp_fpc_compliant-calla_AKG-4fjlchfg107s_45-6_0000.wav,OK,nj_farm_2,sw_mp_fpc_compliant,hornady_crit_duty_135gr_flex,calla_AKG,,,,,
c3gd_2-oh_farm-custom_ar15_300BLK_rb-BOB-Nyl3u1Ql1lFU-17_0000,c3gd,c3gd_oh_farm_2-oh_farm-custom_ar15_300BLK_rb-BOB-Nyl3u1Ql1lFU-17,gunshot,0,1.0,16000,1,datasets/processed/c3gd_2-oh_farm-custom_ar15_300BLK_rb-BOB-Nyl3u1Ql1lFU-17_0000.wav,OK,oh_farm,custom_ar15_300BLK_rb,winchester_ss_300BLK_200,BOB,,,,,
c3gd_17-oh_farm-hk_P2000-ERIN-oGgK_AYPOq3L-6_0000,c3gd,c3gd_oh_farm_17-oh_farm-hk_P2000-ERIN-oGgK_AYPOq3L-6,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-oh_farm-hk_P2000-ERIN-oGgK_AYPOq3L-6_0000.wav,OK,oh_farm,hk_P2000,remington_gs_9mm_124,ERIN,,,,,
c3gd_13-nj_farm_2-savage_magpul_hunter_110-calla_DOM2-4fjlchfg107s_2-3_0000,c3gd,c3gd_nj_farm_2_13-nj_farm_2-savage_magpul_hunter_110-calla_DOM2-4fjlchfg107s_2-3,gunshot,0,1.0,16000,1,datasets/processed/c3gd_13-nj_farm_2-savage_magpul_hunter_110-calla_DOM2-4fjlchfg107s_2-3_0000.wav,OK,nj_farm_2,savage_magpul_hunter_110,hornady_match_140gr,calla_DOM2,,,,,
c3gd_0-nj_farm_2-sw_victory-calla_DOM2-nt040957mble_2-10_0000,c3gd,c3gd_nj_farm_2_0-nj_farm_2-sw_victory-calla_DOM2-nt040957mble_2-10,gunshot,0,1.0,16000,1,datasets/processed/c3gd_0-nj_farm_2-sw_victory-calla_DOM2-nt040957mble_2-10_0000.wav,OK,nj_farm_2,sw_victory,federal_hv_power_flite_40gr,calla_DOM2,,,,,
c3gd_0-oh_farm-czusa_457-ERIN-_JrN_MitwFDS-18_0000,c3gd,c3gd_oh_farm_0-oh_farm-czusa_457-ERIN-_JrN_MitwFDS-18,gunshot,0,1.0,16000,1,datasets/processed/c3gd_0-oh_farm-czusa_457-ERIN-_JrN_MitwFDS-18_0000.wav,OK,oh_farm,czusa_457,cci_mm_22LR_36,ERIN,,,,,
c3gd_10-nj_farm_2-mcmillan_g30-bluebell_DOM2-kghnh22m1enr_10-1_0000,c3gd,c3gd_nj_farm_2_10-nj_farm_2-mcmillan_g30-bluebell_DOM2-kghnh22m1enr_10-1,gunshot,0,1.0,16000,1,datasets/processed/c3gd_10-nj_farm_2-mcmillan_g30-bluebell_DOM2-kghnh22m1enr_10-1_0000.wav,OK,nj_farm_2,mcmillan_g30,trophy_grade_160gr,bluebell_DOM2,,,,,
c3gd_1-nj_farm_2-radical_ar15_upper-lilypad_DOM2-3qq3r3ac4nkr_12-1_0000,c3gd,c3gd_nj_farm_2_1-nj_farm_2-radical_ar15_upper-lilypad_DOM2-3qq3r3ac4nkr_12-1,gunshot,0,1.0,16000,1,datasets/processed/c3gd_1-nj_farm_2-radical_ar15_upper-lilypad_DOM2-3qq3r3ac4nkr_12-1_0000.wav,OK,nj_farm_2,radical_ar15_upper,hornady_crit_def_223_73gr,lilypad_DOM2,,,,,
c3gd_17-oh_farm-hk_P2000-ALICE-59X0C_qZZKdQ-12_0000,c3gd,c3gd_oh_farm_17-oh_farm-hk_P2000-ALICE-59X0C_qZZKdQ-12,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-oh_farm-hk_P2000-ALICE-59X0C_qZZKdQ-12_0000.wav,OK,oh_farm,hk_P2000,,ALICE,,,,,
c3gd_7-oh_farm-benelli_m4-DAVE-yyjjHTJQoHkP-12_0000,c3gd,c3gd_oh_farm_7-oh_farm-benelli_m4-DAVE-yyjjHTJQoHkP-12,gunshot,0,1.0,16000,1,datasets/processed/c3gd_7-oh_farm-benelli_m4-DAVE-yyjjHTJQoHkP-12_0000.wav,OK,oh_farm,benelli_m4,federal_tg_12g_8s,DAVE,,,,,
c3gd_0-oh_farm-marlin_gfm60-PIXEL-ZFq4OGGhHOSf-8_0000,c3gd,c3gd_oh_farm_0-oh_farm-marlin_gfm60-PIXEL-ZFq4OGGhHOSf-8,gunshot,0,1.0,16000,1,datasets/processed/c3gd_0-oh_farm-marlin_gfm60-PIXEL-ZFq4OGGhHOSf-8_0000.wav,OK,oh_farm,marlin_gfm60,cci_mm_22LR_36,PIXEL,,,,,
c3gd_1-nj_farm_2-radical_ar15_upper-lilypad_DOM2-3qq3r3ac4nkr_11-15_0000,c3gd,c3gd_nj_farm_2_1-nj_farm_2-radical_ar15_upper-lilypad_DOM2-3qq3r3ac4nkr_11-15,gunshot,0,1.0,16000,1,datasets/processed/c3gd_1-nj_farm_2-radical_ar15_upper-lilypad_DOM2-3qq3r3ac4nkr_11-15_0000.wav,OK,nj_farm_2,radical_ar15_upper,hornady_vmax_223_53gr,lilypad_DOM2,,,,,
c3gd_12-nj_farm_2-aero_upper-lilypad_SAMSON-3qq3r3ac4nkr_15-6_0000,c3gd,c3gd_nj_farm_2_12-nj_farm_2-aero_upper-lilypad_SAMSON-3qq3r3ac4nkr_15-6,gunshot,0,1.0,16000,1,datasets/processed/c3gd_12-nj_farm_2-aero_upper-lilypad_SAMSON-3qq3r3ac4nkr_15-6_0000.wav,OK,nj_farm_2,aero_upper,hornady_frontier_556_55gr,lilypad_SAMSON,,,,,
c3gd_17-oh_farm-hk_P30L-ERIN-dOdR2LeA0Roj-0_0000,c3gd,c3gd_oh_farm_17-oh_farm-hk_P30L-ERIN-dOdR2LeA0Roj-0,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-oh_farm-hk_P30L-ERIN-dOdR2LeA0Roj-0_0000.wav,OK,oh_farm,hk_P30L,,ERIN,,,,,
c3gd_1-ny_gravel_pit-savage_223-DAVE-cyc89NHUIDHi-18_0000,c3gd,c3gd_ny_gravel_pit_1-ny_gravel_pit-savage_223-DAVE-cyc89NHUIDHi-18,gunshot,0,1.0,16000,1,datasets/processed/c3gd_1-ny_gravel_pit-savage_223-DAVE-cyc89NHUIDHi-18_0000.wav,OK,ny_gravel_pit,savage_223,hornady_08255_223rem_55,DAVE,,,,,
c3gd_17-nj_farm_2-sig_p365_micro_compact-calla_DOM2-4fjlchfg107s_33-4_0000,c3gd,c3gd_nj_farm_2_17-nj_farm_2-sig_p365_micro_compact-calla_DOM2-4fjlchfg107s_33-4,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm_2-sig_p365_micro_compact-calla_DOM2-4fjlchfg107s_33-4_0000.wav,OK,nj_farm_2,sig_p365_micro_compact,federal_115gr_fmj,calla_DOM2,,,,,
c3gd_14-nj_farm_2-ak_47-calla_DOM2-ej9r8nso782o_0-3_0000,c3gd,c3gd_nj_farm_2_14-nj_farm_2-ak_47-calla_DOM2-ej9r8nso782o_0-3,gunshot,0,1.0,16000,1,datasets/processed/c3gd_14-nj_farm_2-ak_47-calla_DOM2-ej9r8nso782o_0-3_0000.wav,OK,nj_farm_2,ak_47,tela_124gr_fmj,calla_DOM2,,,,,
c3gd_17-nj_farm_2-sig_p226_legion-acorn_DOM2-n6bp00eci9dl_21-6_0000,c3gd,c3gd_nj_farm_2_17-nj_farm_2-sig_p226_legion-acorn_DOM2-n6bp00eci9dl_21-6,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm_2-sig_p226_legion-acorn_DOM2-n6bp00eci9dl_21-6_0000.wav,OK,nj_farm_2,sig_p226_legion,ammo_inc_115gr_tmc,acorn_DOM2,,,,,
c3gd_12-nj_farm_2-aero_upper-bluebell_DOM2-g0lloh71ako8_15-18_0000,c3gd,c3gd_nj_farm_2_12-nj_farm_2-aero_upper-bluebell_DOM2-g0lloh71ako8_15-18,gunshot,0,1.0,16000,1,datasets/processed/c3gd_12-nj_farm_2-aero_upper-bluebell_DOM2-g0lloh71ako8_15-18_0000.wav,OK,nj_farm_2,aero_upper,hornady_frontier_556_55gr,bluebell_DOM2,,,,,
c3gd_0-oh_farm-springfield_87A-DAVE-Tcw4E6V_PxYc-7_0000,c3gd,c3gd_oh_farm_0-oh_farm-springfield_87A-DAVE-Tcw4E6V_PxYc-7,gunshot,0,1.0,16000,1,datasets/processed/c3gd_0-oh_farm-springfield_87A-DAVE-Tcw4E6V_PxYc-7_0000.wav,OK,oh_farm,springfield_87A,cci_mm_22LR_36,DAVE,,,,,
c3gd_0-nj_farm_2-sw_victory-lilypad_DOM2-h0a15a3bcfjs_22-14_0000,c3gd,c3gd_nj_farm_2_0-nj_farm_2-sw_victory-lilypad_DOM2-h0a15a3bcfjs_22-14,gunshot,0,1.0,16000,1,datasets/processed/c3gd_0-nj_farm_2-sw_victory-lilypad_DOM2-h0a15a3bcfjs_22-14_0000.wav,OK,nj_farm_2,sw_victory,remington_subsonic_38gr,lilypad_DOM2,,,,,
c3gd_17-nj_farm-sig_p365-ALICE-T3bFUE8iLtXt-35_0000,c3gd,c3gd_nj_farm_17-nj_farm-sig_p365-ALICE-T3bFUE8iLtXt-35,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm-sig_p365-ALICE-T3bFUE8iLtXt-35_0000.wav,OK,nj_farm,sig_p365,federal_ae_9mm_115,ALICE,,,,,
c3gd_4-oh_farm-walther_ppk-ALICE-E_Cn8EEQyABP-21_0000,c3gd,c3gd_oh_farm_4-oh_farm-walther_ppk-ALICE-E_Cn8EEQyABP-21,gunshot,0,1.0,16000,1,datasets/processed/c3gd_4-oh_farm-walther_ppk-ALICE-E_Cn8EEQyABP-21_0000.wav,OK,oh_farm,walther_ppk,blazer_380ACP_95,ALICE,,,,,
c3gd_1-ny_gravel_pit-sw_mp15-BUTCH-Zkr7uaXrN8YC-1_0000,c3gd,c3gd_ny_gravel_pit_1-ny_gravel_pit-sw_mp15-BUTCH-Zkr7uaXrN8YC-1,gunshot,0,1.0,16000,1,datasets/processed/c3gd_1-ny_gravel_pit-sw_mp15-BUTCH-Zkr7uaXrN8YC-1_0000.wav,OK,ny_gravel_pit,sw_mp15,hornady_08255_223rem_55,BUTCH,,,,,
c3gd_17-nj_farm_2-sig_p365-bluebell_DOM2-kghnh22m1enr_20-5_0000,c3gd,c3gd_nj_farm_2_17-nj_farm_2-sig_p365-bluebell_DOM2-kghnh22m1enr_20-5,gunshot,0,1.0,16000,1,datasets/processed/c3gd_17-nj_farm_2-sig_p365-bluebell_DOM2-kghnh22m1enr_20-5_0000.wav,OK,nj_farm_2,sig_p365,ammo_inc_115gr_tmc,bluebell_DOM2,,,,,
c3gd_1-nj_farm_2-radical_ar15_upper-lilypad_SAMSON-3qq3r3ac4nkr_11-4_0000,c3gd,c3gd_nj_farm_2_1-nj_farm_2-radical_ar15_upper-lilypad_SAMSON-3qq3r3ac4nkr_11-4,gunshot,0,1.0,16000,1,datasets/processed/c3gd_1-nj_farm_2-radical_ar15_upper-lilypad_SAMSON-3qq3r3ac4nkr_11-4_0000.wav,OK,nj_farm_2,radical_ar15_upper,hornady_vmax_223_53gr,lilypad_SAMSON,,,,,
c3gd_1-nj_farm_2-radical_ar15_upper-lilypad_DOM2-3qq3r3ac4nkr_13-13_0000,c3gd,c3gd_nj_farm_2_1-nj_farm_2-radical_ar15_upper-lilypad_DOM2-3qq3r3ac4nkr_13-13,gunshot,0,1.0,16000,1,datasets/processed/c3gd_1-nj_farm_2-radical_ar15_upper-lilypad_DOM2-3qq3r3ac4nkr_13-13_0000.wav,OK,nj_farm_2,radical_ar15_upper,hornady_frontier_223_68gr,lilypad_DOM2,,,,,
c3gd_0-oh_farm-sw_mp22-ALICE-jmHo2_ZrVDXJ-24_0000,c3gd,c3gd_oh_farm_0-oh_farm-sw_mp22-ALICE-jmHo2_ZrVDXJ-24,gunshot,0,1.0,16000,1,datasets/processed/c3gd_0-oh_farm-sw_mp22-ALICE-jmHo2_ZrVDXJ-24_0000.wav,OK,oh_farm,sw_mp22,cci_mm_22LR_36,ALICE,,,,,
